Point,RP,Stage,Site,MZ,Experiment,Block,Treatment,NNI,WDI,B2,B3,B4,B5,B6,B7,B8,B11,B12,B8A
16,NRP,V10,1,L,2,1,180N,1.038,1.054,0.043,0.0745,0.065,0.1129,0.2709,0.3236,0.3351,0.2842,0.1744,0.3498
17,NRP,V10,1,L,2,1,240N,1.204,1.216,0.0345,0.0637,0.0527,0.0998,0.2717,0.3338,0.3469,0.2645,0.1585,0.3582
18,NRP,V10,1,L,2,1,0N,0.578,0.896,0.0582,0.0893,0.0907,0.1344,0.2448,0.2794,0.2914,0.31,0.2106,0.3054
19,NRP,V10,1,L,2,1,120N,0.861,0.878,0.0471,0.0798,0.0754,0.1218,0.2512,0.293,0.3033,0.2889,0.1916,0.3173
20,NRP,V10,1,L,2,1,60N,0.909,1.033,0.0432,0.0752,0.066,0.1139,0.2594,0.3069,0.3189,0.281,0.1783,0.3317
21,NRP,V10,1,L,2,2,240N,1.155,1.089,0.0424,0.0734,0.0641,0.112,0.2706,0.3258,0.3384,0.2863,0.1762,0.3505
22,NRP,V10,1,L,2,2,120N,0.97,0.944,0.0509,0.0839,0.0768,0.1245,0.262,0.3061,0.3152,0.2955,0.1898,0.3309
23,NRP,V10,1,L,2,2,180N,1.202,1.098,0.0444,0.0765,0.0676,0.1181,0.2701,0.3195,0.3323,0.2855,0.1785,0.346
24,NRP,V10,1,L,2,2,60N,0.866,1.02,0.0452,0.0764,0.0686,0.1151,0.2618,0.3111,0.3203,0.2883,0.1825,0.3351
25,NRP,V10,1,L,2,2,0N,0.76,0.909,0.046,0.0752,0.0703,0.1152,0.2514,0.2976,0.3097,0.2884,0.1861,0.323
26,NRP,V10,1,L,2,3,0N,0.79,0.958,0.049,0.0802,0.075,0.1213,0.2592,0.3035,0.3157,0.2961,0.1892,0.3297
27,NRP,V10,1,L,2,3,240N,1.115,0.999,0.0503,0.0831,0.0777,0.1252,0.2647,0.3086,0.3191,0.2935,0.1884,0.3345
28,NRP,V10,1,L,2,3,60N,1.158,1.271,0.0304,0.0592,0.0446,0.0904,0.2776,0.3555,0.3681,0.2478,0.1411,0.3761
29,NRP,V10,1,L,2,3,120N,1.143,1.216,0.0364,0.0669,0.055,0.1021,0.2722,0.3365,0.3461,0.264,0.158,0.3574
30,NRP,V10,1,L,2,3,180N,1.074,1.026,0.0483,0.0799,0.0734,0.1208,0.2566,0.2998,0.311,0.2906,0.189,0.3254
31,NRP,V10,1,H,3,1,180N,1.214,1.195,0.0272,0.057,0.0413,0.0881,0.2795,0.353,0.3619,0.2418,0.1361,0.3751
32,NRP,V10,1,H,3,1,240N,1.17,1.202,0.032,0.0627,0.0486,0.0964,0.2777,0.3435,0.3537,0.2542,0.1472,0.3643
33,NRP,V10,1,H,3,1,0N,1.147,1.117,0.0283,0.0565,0.0426,0.0862,0.2784,0.3523,0.3619,0.2459,0.1389,0.3747
34,NRP,V10,1,H,3,1,120N,1.317,1.326,0.0264,0.054,0.0392,0.082,0.2823,0.3658,0.3751,0.2379,0.1301,0.387
35,NRP,V10,1,H,3,1,60N,1.114,1.296,0.0271,0.0563,0.0412,0.086,0.2802,0.3566,0.37,0.2452,0.1378,0.3782
36,NRP,V10,1,H,3,2,240N,1.318,1.247,0.0318,0.0605,0.0473,0.0923,0.2767,0.3474,0.358,0.2547,0.1462,0.3715
37,NRP,V10,1,H,3,2,120N,1.079,1.001,0.0385,0.0704,0.0602,0.1064,0.271,0.3283,0.3376,0.2687,0.1621,0.3525
38,NRP,V10,1,H,3,2,180N,1.184,1.31,0.0307,0.061,0.0466,0.0915,0.2789,0.353,0.361,0.2544,0.1458,0.3733
39,NRP,V10,1,H,3,2,60N,1.117,1.243,0.043,0.071,0.0665,0.1063,0.2682,0.3306,0.3389,0.2865,0.1754,0.3562
40,NRP,V10,1,H,3,2,0N,0.89,1.049,0.0361,0.0663,0.0556,0.0984,0.2664,0.3286,0.337,0.265,0.1578,0.352
41,NRP,V10,1,H,3,3,0N,0.972,1.259,0.027,0.0563,0.0406,0.0853,0.2891,0.3713,0.3849,0.2446,0.1349,0.3942
42,NRP,V10,1,H,3,3,240N,1.179,1.021,0.0473,0.0791,0.0738,0.1173,0.2639,0.3141,0.3215,0.2886,0.183,0.3389
43,NRP,V10,1,H,3,3,60N,1.083,1.252,0.032,0.0613,0.0499,0.0955,0.2758,0.3474,0.3587,0.2599,0.1505,0.3711
44,NRP,V10,1,H,3,3,120N,1.019,1.211,0.0393,0.0685,0.0595,0.1034,0.2767,0.3398,0.3512,0.2708,0.1628,0.3637
45,NRP,V10,1,H,3,3,180N,1.287,1.178,0.0304,0.0598,0.0451,0.0906,0.2842,0.3596,0.3703,0.2516,0.1411,0.3809
46,NRP,V10,1,M,4,1,180N,1.224,1.117,0.0459,0.0821,0.0673,0.1229,0.2846,0.3342,0.344,0.2935,0.1815,0.3565
47,NRP,V10,1,M,4,1,240N,1.38,1.107,0.0476,0.0827,0.0688,0.123,0.2914,0.3443,0.3553,0.2947,0.1792,0.3674
48,NRP,V10,1,M,4,1,0N,0.854,0.939,0.0541,0.0874,0.0828,0.1268,0.2822,0.3342,0.347,0.3094,0.1908,0.3608
49,NRP,V10,1,M,4,1,120N,1.19,1.082,0.0446,0.0774,0.0651,0.1133,0.2803,0.3398,0.3491,0.2881,0.1754,0.3621
50,NRP,V10,1,M,4,1,60N,1.266,1.063,0.0404,0.0713,0.0603,0.1073,0.2788,0.3408,0.3487,0.2793,0.1684,0.3642
51,NRP,V10,1,M,4,2,240N,1.536,1.249,0.0386,0.0703,0.0572,0.1059,0.2865,0.3494,0.3592,0.2787,0.1664,0.3737
52,NRP,V10,1,M,4,2,120N,1.184,1.127,0.0446,0.0792,0.0659,0.1211,0.2875,0.3414,0.3536,0.2962,0.1808,0.3654
53,NRP,V10,1,M,4,2,180N,1.312,1.119,0.0455,0.0775,0.0665,0.1153,0.2839,0.3413,0.3493,0.2872,0.1744,0.3634
54,NRP,V10,1,M,4,2,60N,1.19,1.072,0.0411,0.0719,0.0598,0.1069,0.2853,0.347,0.3565,0.2804,0.1651,0.3698
55,NRP,V10,1,M,4,2,0N,1.026,1.055,0.0452,0.0765,0.0653,0.1129,0.2878,0.3485,0.3578,0.2883,0.1721,0.3722
56,NRP,V10,1,M,4,3,0N,0.907,0.939,0.0477,0.0798,0.0719,0.1182,0.271,0.3221,0.3308,0.2968,0.1886,0.3473
57,NRP,V10,1,M,4,3,240N,1.099,1.167,0.0376,0.0696,0.0543,0.1043,0.2928,0.3636,0.3732,0.2724,0.1593,0.3856
58,NRP,V10,1,M,4,3,60N,1.244,1.105,0.0391,0.0727,0.058,0.1076,0.2825,0.3414,0.348,0.2766,0.1641,0.3658
59,NRP,V10,1,M,4,3,120N,1.215,1.115,0.0421,0.0751,0.0617,0.1124,0.2824,0.3385,0.3483,0.2802,0.1701,0.3612
60,NRP,V10,1,M,4,3,180N,1.374,1.201,0.0374,0.0676,0.0535,0.1003,0.282,0.347,0.3561,0.2644,0.1551,0.3672
61,NRP,V10,2,H,5,1,180N,1.244,1.355,0.0251,0.0497,0.0319,0.0724,0.2826,0.388,0.4073,0.2005,0.1014,0.4081
62,NRP,V10,2,H,5,1,240N,1.313,1.189,0.0275,0.0515,0.0353,0.0717,0.2744,0.3711,0.3851,0.2009,0.103,0.3925
63,NRP,V10,2,H,5,1,0N,0.941,1.209,0.0307,0.0578,0.0388,0.0808,0.2816,0.3635,0.3768,0.2082,0.1107,0.3813
64,NRP,V10,2,H,5,1,120N,1.148,1.163,0.026,0.05,0.0315,0.071,0.2793,0.3763,0.3959,0.1993,0.1018,0.3975
65,NRP,V10,2,H,5,1,60N,1.072,1.298,0.0274,0.0519,0.0328,0.0729,0.2768,0.3693,0.3856,0.2011,0.1037,0.3888
66,NRP,V10,2,H,5,2,240N,1.173,1.143,0.026,0.0502,0.0331,0.0722,0.2735,0.3718,0.3896,0.2002,0.1042,0.393
67,NRP,V10,2,H,5,2,120N,1.127,1.228,0.0266,0.051,0.0338,0.0713,0.2761,0.3727,0.3893,0.1993,0.1027,0.3943
68,NRP,V10,2,H,5,2,180N,1.068,1.175,0.031,0.0554,0.0418,0.0783,0.2582,0.3415,0.3554,0.2134,0.119,0.3632
69,NRP,V10,2,H,5,2,60N,1.081,1.149,0.0325,0.0572,0.0428,0.0817,0.2613,0.3402,0.3549,0.2156,0.1208,0.3601
70,NRP,V10,2,H,5,2,0N,0.776,1.147,0.0301,0.0575,0.0371,0.0796,0.2798,0.3611,0.3766,0.2081,0.1098,0.38
71,NRP,V10,2,H,5,3,0N,0.753,1.29,0.0282,0.0564,0.0368,0.081,0.2808,0.3623,0.379,0.2073,0.1113,0.382
72,NRP,V10,2,H,5,3,240N,1.261,1.221,0.031,0.0544,0.0409,0.0784,0.2654,0.3502,0.3682,0.2124,0.1163,0.3733
73,NRP,V10,2,H,5,3,60N,1.076,1.491,0.0218,0.0452,0.025,0.0633,0.2865,0.405,0.4259,0.1818,0.0881,0.4264
74,NRP,V10,2,H,5,3,120N,1.122,1.233,0.0264,0.0506,0.0332,0.0718,0.273,0.3676,0.3867,0.2017,0.1045,0.3887
75,NRP,V10,2,H,5,3,180N,1.063,1.281,0.0291,0.0539,0.0363,0.0751,0.2752,0.3685,0.3839,0.2106,0.1091,0.3886
76,NRP,V10,2,L,6,1,180N,1.077,1.416,0.035,0.0575,0.0454,0.0829,0.2637,0.3432,0.3615,0.2324,0.1306,0.3663
77,NRP,V10,2,L,6,1,240N,1.206,1.268,0.0356,0.0596,0.0465,0.0864,0.2691,0.346,0.3683,0.2381,0.1346,0.368
78,NRP,V10,2,L,6,1,0N,0.726,1.167,0.0445,0.0729,0.0613,0.1049,0.2609,0.3153,0.3301,0.2565,0.1591,0.3369
79,NRP,V10,2,L,6,1,120N,1.067,1.342,0.0331,0.0581,0.0417,0.0835,0.2729,0.3531,0.375,0.2318,0.129,0.374
80,NRP,V10,2,L,6,1,60N,0.881,1.052,0.041,0.0664,0.0593,0.0998,0.2482,0.3066,0.3247,0.2477,0.1551,0.3296
81,NRP,V10,2,L,6,2,240N,1.133,1.252,0.0379,0.062,0.0501,0.0883,0.2694,0.3466,0.3645,0.241,0.1361,0.37
82,NRP,V10,2,L,6,2,120N,1.066,1.32,0.0356,0.0611,0.0472,0.0878,0.2747,0.3542,0.3721,0.2358,0.1314,0.3754
83,NRP,V10,2,L,6,2,180N,0.978,1.17,0.042,0.0672,0.0592,0.0967,0.2568,0.3212,0.3354,0.2486,0.1523,0.3423
84,NRP,V10,2,L,6,2,60N,0.939,1.222,0.0375,0.0631,0.0505,0.0908,0.2644,0.3324,0.3482,0.2372,0.1389,0.3536
85,NRP,V10,2,L,6,2,0N,0.614,1.022,0.0406,0.0698,0.0549,0.0999,0.2636,0.3184,0.3364,0.2438,0.1458,0.3399
86,NRP,V10,2,L,6,3,0N,0.555,1.124,0.0411,0.0686,0.0575,0.0986,0.2637,0.3234,0.3376,0.2449,0.1461,0.345
87,NRP,V10,2,L,6,3,240N,1.068,1.289,0.0347,0.0577,0.0444,0.0814,0.2716,0.3576,0.3751,0.2274,0.123,0.3782
88,NRP,V10,2,L,6,3,60N,1.096,1.319,0.0331,0.0587,0.0426,0.0826,0.2751,0.357,0.3731,0.2242,0.122,0.3783
89,NRP,V10,2,L,6,3,120N,1.021,1.163,0.0394,0.0643,0.0525,0.0909,0.2612,0.3304,0.3419,0.236,0.1356,0.3519
90,NRP,V10,2,L,6,3,180N,1.105,1.387,0.0306,0.0553,0.0389,0.0795,0.2725,0.3575,0.376,0.2199,0.1171,0.3793
91,NRP,V10,2,M,7,1,180N,1.224,1.315,0.0298,0.0546,0.0373,0.0769,0.2742,0.3608,0.3778,0.2185,0.1159,0.3801
92,NRP,V10,2,M,7,1,240N,1.109,1.172,0.0325,0.0571,0.0437,0.0829,0.264,0.3401,0.3575,0.2308,0.1298,0.3603
93,NRP,V10,2,M,7,1,0N,0.746,1.09,0.0332,0.0629,0.0439,0.0905,0.283,0.3515,0.3691,0.232,0.129,0.3724
94,NRP,V10,2,M,7,1,120N,1.107,1.187,0.031,0.0556,0.0398,0.0797,0.2727,0.3543,0.3709,0.2241,0.1216,0.3751
95,NRP,V10,2,M,7,1,60N,0.907,1.19,0.0321,0.0585,0.042,0.0829,0.2723,0.3516,0.3693,0.228,0.1257,0.372
96,NRP,V10,2,M,7,2,240N,1.132,1.362,0.0292,0.0526,0.036,0.0744,0.2757,0.3659,0.3826,0.2156,0.1129,0.3865
97,NRP,V10,2,M,7,2,120N,1.07,1.347,0.031,0.0559,0.0397,0.0797,0.2727,0.3536,0.372,0.2235,0.1214,0.3755
98,NRP,V10,2,M,7,2,180N,1.157,1.342,0.0267,0.0507,0.0337,0.0723,0.2752,0.3698,0.3868,0.2086,0.1079,0.3911
99,NRP,V10,2,M,7,2,60N,0.969,1.154,0.0291,0.0546,0.0375,0.0776,0.2723,0.3551,0.3721,0.2179,0.1167,0.3749
100,NRP,V10,2,M,7,2,0N,0.75,1.115,0.0348,0.0635,0.046,0.0902,0.2791,0.3473,0.3643,0.2357,0.1316,0.369
101,NRP,V10,2,M,7,3,0N,0.721,1.145,0.0324,0.0606,0.0427,0.087,0.2774,0.3484,0.364,0.2254,0.1231,0.3692
102,NRP,V10,2,M,7,3,240N,1.132,1.307,0.0279,0.0523,0.0349,0.0746,0.2737,0.3621,0.3831,0.2155,0.1137,0.384
103,NRP,V10,2,M,7,3,60N,0.794,1.174,0.0315,0.0578,0.0425,0.0835,0.2698,0.3452,0.363,0.2247,0.1244,0.3673
104,NRP,V10,2,M,7,3,120N,1.11,1.295,0.0284,0.0535,0.0371,0.0764,0.2741,0.3626,0.3806,0.2167,0.1144,0.3837
105,NRP,V10,2,M,7,3,180N,1.269,1.213,0.0309,0.0559,0.0413,0.0809,0.2712,0.3537,0.3699,0.2248,0.1233,0.375
106,SEB,V10,3,H,8,1,60N,0.587,0.739,0.0236,0.0466,0.0431,0.0754,0.1906,0.2289,0.2421,0.2411,0.176,0.2536
107,SEB,V10,3,H,8,1,180N,0.685,0.595,0.0237,0.0484,0.0444,0.0793,0.1916,0.233,0.247,0.2496,0.1806,0.2566
108,SEB,V10,3,H,8,1,240N,0.878,0.564,0.0243,0.049,0.0436,0.0799,0.1985,0.2427,0.26,0.2527,0.1811,0.2684
109,SEB,V10,3,H,8,1,120N,0.815,0.578,0.0269,0.0509,0.0474,0.0803,0.1932,0.2326,0.2455,0.2541,0.1868,0.2589
110,SEB,V10,3,H,8,1,0N,0.72,0.711,0.0282,0.051,0.0498,0.0812,0.1857,0.2226,0.2355,0.2578,0.193,0.252
111,SEB,V10,3,H,8,2,0N,0.893,0.49,0.021,0.0459,0.0379,0.0738,0.1985,0.2428,0.258,0.2409,0.1721,0.2664
112,SEB,V10,3,H,8,2,240N,0.821,0.557,0.0226,0.0465,0.0422,0.0752,0.1948,0.2382,0.2497,0.2444,0.1735,0.2611
113,SEB,V10,3,H,8,2,120N,0.826,0.52,0.0285,0.0506,0.0517,0.0822,0.1908,0.228,0.2398,0.2573,0.1935,0.2512
114,SEB,V10,3,H,8,2,180N,0.811,0.564,0.0297,0.0527,0.0537,0.0846,0.1933,0.2312,0.2456,0.2639,0.1953,0.2597
115,SEB,V10,3,H,8,2,60N,0.825,0.627,0.0251,0.0475,0.0444,0.0784,0.1915,0.2323,0.2457,0.2537,0.185,0.2544
116,SEB,V10,3,H,8,3,180N,0.879,0.582,0.0216,0.0461,0.0398,0.0743,0.1972,0.2423,0.2555,0.2432,0.1727,0.2657
117,SEB,V10,3,H,8,3,120N,0.734,0.619,0.0274,0.051,0.0491,0.0797,0.1851,0.227,0.2388,0.2493,0.1844,0.2521
118,SEB,V10,3,H,8,3,60N,0.836,0.676,0.0255,0.0495,0.0475,0.0781,0.1857,0.2281,0.2418,0.2476,0.1835,0.2506
119,SEB,V10,3,H,8,3,0N,0.818,0.595,0.0239,0.0475,0.0417,0.0755,0.1925,0.237,0.2498,0.2452,0.1769,0.2586
120,SEB,V10,3,H,8,3,240N,0.936,0.575,0.0228,0.0462,0.0406,0.0735,0.1918,0.2331,0.2482,0.2472,0.1744,0.2586
121,SEB,V10,3,L,9,1,60N,0.765,0.873,0.0287,0.0509,0.0521,0.0841,0.1762,0.2074,0.2202,0.2663,0.2032,0.2354
122,SEB,V10,3,L,9,1,180N,0.935,0.894,0.0288,0.0503,0.0511,0.0841,0.1734,0.208,0.2228,0.2706,0.2077,0.2346
123,SEB,V10,3,L,9,1,240N,0.965,0.873,0.027,0.049,0.0505,0.0828,0.1778,0.2108,0.2257,0.2678,0.2021,0.2343
124,SEB,V10,3,L,9,1,120N,0.894,0.804,0.0325,0.0553,0.0608,0.09,0.1703,0.202,0.2182,0.2852,0.2256,0.229
125,SEB,V10,3,L,9,1,0N,0.672,0.878,0.0323,0.0545,0.0573,0.0924,0.1816,0.2148,0.2337,0.2881,0.2244,0.2411
126,SEB,V10,3,L,9,2,0N,0.817,0.917,0.0336,0.0545,0.0576,0.0896,0.1778,0.2131,0.2244,0.2836,0.2203,0.24
127,SEB,V10,3,L,9,2,240N,0.786,0.817,0.0309,0.0545,0.0573,0.0877,0.1794,0.212,0.2268,0.2849,0.2184,0.2388
128,SEB,V10,3,L,9,2,120N,0.879,0.843,0.0298,0.0516,0.0533,0.0848,0.1736,0.2052,0.2178,0.2709,0.2105,0.2324
129,SEB,V10,3,L,9,2,180N,0.907,0.878,0.0273,0.0512,0.0488,0.0852,0.1859,0.2191,0.2346,0.2688,0.2012,0.247
130,SEB,V10,3,L,9,2,60N,0.689,0.821,0.0288,0.0522,0.0514,0.0854,0.183,0.218,0.2306,0.2667,0.2038,0.2427
131,SEB,V10,3,L,9,3,180N,0.879,0.858,0.0324,0.0553,0.0568,0.0918,0.1844,0.2203,0.2377,0.283,0.2168,0.2469
132,SEB,V10,3,L,9,3,120N,0.863,0.875,0.0286,0.052,0.0537,0.0863,0.1789,0.2122,0.2283,0.2773,0.213,0.2374
133,SEB,V10,3,L,9,3,60N,0.873,0.887,0.0307,0.0531,0.0533,0.0878,0.1825,0.215,0.2311,0.2711,0.2084,0.2425
134,SEB,V10,3,L,9,3,0N,0.83,0.876,0.0316,0.055,0.0553,0.0881,0.1811,0.2134,0.2298,0.2807,0.2164,0.2409
135,SEB,V10,3,L,9,3,240N,0.951,0.928,0.0275,0.0513,0.0494,0.0837,0.1883,0.2271,0.2395,0.263,0.1941,0.2518
136,SEB,V10,4,H,10,1,0N,1.066,1.192,0.0202,0.0423,0.0226,0.0586,0.275,0.3785,0.385,0.1751,0.0813,0.3962
137,SEB,V10,4,H,10,1,180N,1.259,1.312,0.0206,0.0405,0.0223,0.0559,0.2739,0.3896,0.3988,0.1763,0.0814,0.4085
138,SEB,V10,4,H,10,1,240N,1.507,1.314,0.0189,0.0388,0.0209,0.0543,0.2784,0.3994,0.4107,0.172,0.0779,0.4205
139,SEB,V10,4,H,10,1,120N,1.407,1.306,0.0194,0.0394,0.0214,0.0545,0.2751,0.3901,0.3996,0.1726,0.0785,0.4103
140,SEB,V10,4,H,10,1,60N,1.191,1.239,0.0195,0.0396,0.0215,0.0553,0.2694,0.3826,0.3898,0.1709,0.0781,0.4034
141,SEB,V10,4,H,10,2,60N,1.177,1.243,0.0181,0.0396,0.0213,0.0549,0.2695,0.3798,0.3852,0.1726,0.0804,0.3996
142,SEB,V10,4,H,10,2,240N,1.008,1.255,0.0185,0.0389,0.021,0.0532,0.2717,0.3935,0.3983,0.1732,0.0784,0.4122
143,SEB,V10,4,H,10,2,120N,1.189,1.187,0.0191,0.04,0.0216,0.0538,0.2714,0.3854,0.3947,0.1737,0.0804,0.4075
144,SEB,V10,4,H,10,2,180N,1.362,1.424,0.018,0.0382,0.0196,0.0522,0.2769,0.3992,0.4077,0.1719,0.077,0.4191
145,SEB,V10,4,H,10,2,0N,1.101,1.199,0.0194,0.0405,0.0213,0.0547,0.2681,0.378,0.3821,0.1716,0.0785,0.3974
146,SEB,V10,4,H,10,3,180N,1.509,1.327,0.018,0.038,0.0196,0.051,0.2733,0.3987,0.4036,0.1688,0.0761,0.4186
147,SEB,V10,4,H,10,3,120N,1.265,1.28,0.0179,0.0377,0.019,0.0518,0.2781,0.4011,0.4108,0.1691,0.0752,0.4208
148,SEB,V10,4,H,10,3,60N,1.2,1.225,0.0183,0.0391,0.0204,0.0531,0.2691,0.3792,0.3899,0.173,0.0801,0.4007
149,SEB,V10,4,H,10,3,0N,1.039,1.25,0.0191,0.0401,0.0219,0.0557,0.2686,0.3709,0.3825,0.1741,0.0822,0.393
150,SEB,V10,4,H,10,3,240N,1.457,1.33,0.0179,0.0373,0.0188,0.051,0.2774,0.4069,0.4156,0.1683,0.0742,0.4242
156,SEB,V10,4,L,11,4,180N,1.256,1.127,0.0188,0.0388,0.0209,0.0536,0.2712,0.3864,0.3959,0.1782,0.0838,0.4048
157,SEB,V10,4,L,11,2,60N,0.985,0.961,0.0187,0.0409,0.0223,0.0567,0.2688,0.3718,0.38,0.1792,0.0855,0.3918
158,SEB,V10,4,L,11,2,240N,1.244,0.98,0.019,0.0396,0.0217,0.0546,0.2685,0.3822,0.3911,0.1777,0.0839,0.4007
159,SEB,V10,4,L,11,2,120N,1.259,1.043,0.0184,0.0391,0.0209,0.0542,0.2669,0.38,0.389,0.1753,0.082,0.3996
160,SEB,V10,4,L,11,2,180N,1.143,1.062,0.0181,0.0386,0.0207,0.0534,0.2735,0.3881,0.3971,0.1733,0.0795,0.4095
161,SEB,V10,4,L,11,2,0N,0.92,0.924,0.0201,0.0434,0.0244,0.0608,0.2663,0.3597,0.3618,0.1781,0.0869,0.3789
162,SEB,V10,4,L,11,4,0N,1.084,0.995,0.0208,0.0425,0.025,0.0601,0.2642,0.3586,0.367,0.188,0.0942,0.3779
163,SEB,V10,4,L,11,4,240N,1.218,1.142,0.018,0.0395,0.0221,0.0544,0.2704,0.3834,0.396,0.1834,0.0875,0.4061
164,SEB,V10,4,L,11,4,60N,1.2,0.836,0.0197,0.0407,0.0236,0.057,0.2688,0.3778,0.3848,0.1853,0.0896,0.3972
165,SEB,V10,4,L,11,4,120N,1.185,1.062,0.018,0.0385,0.0209,0.0538,0.2782,0.3961,0.4047,0.1784,0.0818,0.4158
166,SEB,V10,4,L,11,3,180N,1.279,1.051,0.0186,0.0389,0.0212,0.0535,0.2742,0.3901,0.3987,0.1778,0.083,0.4091
167,SEB,V10,4,L,11,3,120N,1.254,0.963,0.0196,0.0409,0.0226,0.0552,0.269,0.3797,0.3884,0.178,0.0836,0.3989
168,SEB,V10,4,L,11,3,60N,1.099,1.087,0.0186,0.0399,0.0221,0.056,0.2675,0.3756,0.3848,0.1779,0.0845,0.3938
169,SEB,V10,4,L,11,3,0N,0.967,0.923,0.0198,0.042,0.0237,0.0588,0.264,0.3611,0.3696,0.1774,0.086,0.3807
170,SEB,V10,4,L,11,3,240N,1.124,0.934,0.0194,0.0399,0.0227,0.0568,0.2701,0.3813,0.3866,0.1789,0.0845,0.4001
1,NRP,V14,1,VH,1,1,180N,1.085,0.827,0.0241,0.0476,0.0266,0.0666,0.2663,0.3813,0.3945,0.1728,0.0839,0.4013
2,NRP,V14,1,VH,1,1,240N,1.181,0.953,0.0217,0.0427,0.0219,0.0576,0.2655,0.4058,0.419,0.1613,0.0752,0.4254
